region,country,emissions (kt),source,type,segment,reason,baseYear,emissionsRank,energyRank
North America,Mexico,98.51,IEA,Energy,Offshore oil,Fugitive,2023,10,20
North America,Mexico,394.03,IEA,Energy,Offshore oil,Vented,2023,10,20
North America,Mexico,23.25,IEA,Energy,Onshore gas,Fugitive,2023,10,20
North America,Mexico,58.01,IEA,Energy,Onshore gas,Vented,2023,10,20
North America,Mexico,61.08,IEA,Energy,Onshore oil,Flared,2023,10,20
North America,Mexico,49.78,IEA,Energy,Onshore oil,Fugitive,2023,10,20
North America,Mexico,199.13,IEA,Energy,Onshore oil,Vented,2023,10,20
North America,Mexico,0.71,IEA,Energy,Other from coal,All,2023,10,20
North America,Mexico,49.6,IEA,Energy,Other from oil and gas,All,2023,10,20
North America,Mexico,29.24,IEA,Energy,Steam coal,All,2023,10,20
North America,Mexico,1364.7,IEA,Energy,Total,All,2023,10,20
North America,Mexico,52.67,IEA,Other,Total,All,11-30-18,10,20
North America,Mexico,2014.75,IEA,Waste,Total,All,11-30-18,10,20
North America,United States,9314.22,IEA,Agriculture,Total,All,11-30-18,2,2
North America,United States,258.91,IEA,Energy,Bioenergy,All,2023,2,2
North America,United States,792.41,IEA,Energy,Coking coal,All,2023,2,2
North America,United States,671.55,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,2,2
North America,United States,1060.63,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,2,2
North America,United States,20.29,IEA,Energy,Offshore gas,Fugitive,2023,2,2
North America,United States,50.63,IEA,Energy,Offshore gas,Vented,2023,2,2
North America,United States,21.76,IEA,Energy,Offshore oil,Flared,2023,2,2
North America,United States,75.63,IEA,Energy,Offshore oil,Fugitive,2023,2,2
North America,United States,302.54,IEA,Energy,Offshore oil,Vented,2023,2,2
North America,United States,1245.15,IEA,Energy,Onshore gas,Fugitive,2023,2,2
North America,United States,3107.02,IEA,Energy,Onshore gas,Vented,2023,2,2
North America,United States,400.52,IEA,Energy,Onshore oil,Flared,2023,2,2
North America,United States,1076.02,IEA,Energy,Onshore oil,Fugitive,2023,2,2
North America,United States,4304.1,IEA,Energy,Onshore oil,Vented,2023,2,2
North America,United States,18.84,IEA,Energy,Other from coal,All,2023,2,2
North America,United States,577.31,IEA,Energy,Other from oil and gas,All,2023,2,2
North America,United States,869.3,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,2,2
North America,United States,1163.92,IEA,Energy,Steam coal,All,2023,2,2
North America,United States,16016.54,IEA,Energy,Total,All,2023,2,2
North America,United States,773.76,IEA,Other,Total,All,11-30-18,2,2
North America,United States,5146.34,IEA,Waste,Total,All,11-30-18,2,2
Other,Other,7268.55,IEA,Agriculture,Total,All,11-30-18,,
Other,Other,1087.16,IEA,Energy,Bioenergy,All,2023,,
Other,Other,28.9,IEA,Energy,Coking coal,All,2023,,
Other,Other,26.43,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,,
Other,Other,41.75,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,,
Other,Other,1.62,IEA,Energy,Offshore gas,Fugitive,2023,,
Other,Other,4.04,IEA,Energy,Offshore gas,Vented,2023,,
Other,Other,0,IEA,Energy,Offshore oil,Flared,2023,,
Other,Other,0.55,IEA,Energy,Offshore oil,Fugitive,2023,,
Other,Other,2.21,IEA,Energy,Offshore oil,Vented,2023,,
Other,Other,16.79,IEA,Energy,Onshore gas,Fugitive,2023,,
Other,Other,41.89,IEA,Energy,Onshore gas,Vented,2023,,
Other,Other,13.05,IEA,Energy,Onshore oil,Flared,2023,,
Other,Other,8.05,IEA,Energy,Onshore oil,Fugitive,2023,,
Other,Other,32.19,IEA,Energy,Onshore oil,Vented,2023,,
Other,Other,47.37,IEA,Energy,Other from coal,All,2023,,
Other,Other,125.55,IEA,Energy,Other from oil and gas,All,2023,,
Other,Other,0.6,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,,
Other,Other,761.53,IEA,Energy,Steam coal,All,2023,,
Other,Other,2239.68,IEA,Energy,Total,All,2023,,
Other,Other,674.27,IEA,Other,Total,All,11-30-18,,
Other,Other,3243.17,IEA,Waste,Total,All,11-30-18,,
Russia & Caspian,Azerbaijan,194.22,IEA,Agriculture,Total,All,11-30-18,64,38
Russia & Caspian,Azerbaijan,0.34,IEA,Energy,Bioenergy,All,2023,64,38
Russia & Caspian,Azerbaijan,8.23,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,64,38
Russia & Caspian,Azerbaijan,12.99,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,64,38
Russia & Caspian,Azerbaijan,29.49,IEA,Energy,Offshore gas,Fugitive,2023,64,38
Russia & Caspian,Azerbaijan,73.58,IEA,Energy,Offshore gas,Vented,2023,64,38
Russia & Caspian,Azerbaijan,7.68,IEA,Energy,Offshore oil,Flared,2023,64,38
Russia & Caspian,Azerbaijan,41.24,IEA,Energy,Offshore oil,Fugitive,2023,64,38
Russia & Caspian,Azerbaijan,164.95,IEA,Energy,Offshore oil,Vented,2023,64,38
Russia & Caspian,Azerbaijan,0.03,IEA,Energy,Onshore gas,Fugitive,2023,64,38
Russia & Caspian,Azerbaijan,0.07,IEA,Energy,Onshore gas,Vented,2023,64,38
Russia & Caspian,Azerbaijan,1.17,IEA,Energy,Onshore oil,Flared,2023,64,38
Russia & Caspian,Azerbaijan,1.68,IEA,Energy,Onshore oil,Fugitive,2023,64,38
Russia & Caspian,Azerbaijan,6.7,IEA,Energy,Onshore oil,Vented,2023,64,38
Russia & Caspian,Azerbaijan,3.52,IEA,Energy,Other from oil and gas,All,2023,64,38
Russia & Caspian,Azerbaijan,351.64,IEA,Energy,Total,All,2023,64,38
Russia & Caspian,Azerbaijan,0.98,IEA,Other,Total,All,11-30-18,64,38
Russia & Caspian,Azerbaijan,105.53,IEA,Waste,Total,All,11-30-18,64,38
Russia & Caspian,Kazakhstan,783.57,IEA,Agriculture,Total,All,11-30-18,16,10
Russia & Caspian,Kazakhstan,0.29,IEA,Energy,Bioenergy,All,2023,16,10
Russia & Caspian,Kazakhstan,152.48,IEA,Energy,Coking coal,All,2023,16,10
Russia & Caspian,Kazakhstan,23.68,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,16,10
Russia & Caspian,Kazakhstan,37.39,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,16,10
Russia & Caspian,Kazakhstan,7.3,IEA,Energy,Offshore gas,Fugitive,2023,16,10
Russia & Caspian,Kazakhstan,18.2,IEA,Energy,Offshore gas,Vented,2023,16,10
Russia & Caspian,Kazakhstan,17.43,IEA,Energy,Offshore oil,Flared,2023,16,10
Russia & Caspian,Kazakhstan,48.72,IEA,Energy,Offshore oil,Fugitive,2023,16,10
Russia & Caspian,Kazakhstan,194.89,IEA,Energy,Offshore oil,Vented,2023,16,10
Russia & Caspian,Kazakhstan,47.19,IEA,Energy,Onshore gas,Fugitive,2023,16,10
Russia & Caspian,Kazakhstan,117.74,IEA,Energy,Onshore gas,Vented,2023,16,10
Russia & Caspian,Kazakhstan,62.31,IEA,Energy,Onshore oil,Flared,2023,16,10
Russia & Caspian,Kazakhstan,190.51,IEA,Energy,Onshore oil,Fugitive,2023,16,10
Russia & Caspian,Kazakhstan,762.04,IEA,Energy,Onshore oil,Vented,2023,16,10
Russia & Caspian,Kazakhstan,51.79,IEA,Energy,Other from coal,All,2023,16,10
Russia & Caspian,Kazakhstan,12.41,IEA,Energy,Other from oil and gas,All,2023,16,10
Russia & Caspian,Kazakhstan,321,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,16,10
Russia & Caspian,Kazakhstan,832.44,IEA,Energy,Steam coal,All,2023,16,10
Russia & Caspian,Kazakhstan,2897.79,IEA,Energy,Total,All,2023,16,10
Russia & Caspian,Kazakhstan,19.57,IEA,Other,Total,All,11-30-18,16,10
Russia & Caspian,Kazakhstan,191.39,IEA,Waste,Total,All,11-30-18,16,10
Russia & Caspian,Russia,2035.11,IEA,Agriculture,Total,All,11-30-18,4,3
Russia & Caspian,Russia,28.11,IEA,Energy,Bioenergy,All,2023,4,3
Russia & Caspian,Russia,1894.67,IEA,Energy,Coking coal,All,2023,4,3
Russia & Caspian,Russia,385.4,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,4,3
Russia & Caspian,Russia,608.7,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,4,3
Russia & Caspian,Russia,30.74,IEA,Energy,Offshore gas,Fugitive,2023,4,3
Russia & Caspian,Russia,76.7,IEA,Energy,Offshore gas,Vented,2023,4,3
Russia & Caspian,Russia,39.3,IEA,Energy,Offshore oil,Flared,2023,4,3
Russia & Caspian,Russia,47.33,IEA,Energy,Offshore oil,Fugitive,2023,4,3
Russia & Caspian,Russia,189.31,IEA,Energy,Offshore oil,Vented,2023,4,3
Russia & Caspian,Russia,881.13,IEA,Energy,Onshore gas,Fugitive,2023,4,3
Russia & Caspian,Russia,2198.68,IEA,Energy,Onshore gas,Vented,2023,4,3
Russia & Caspian,Russia,957.65,IEA,Energy,Onshore oil,Flared,2023,4,3
Russia & Caspian,Russia,1097.43,IEA,Energy,Onshore oil,Fugitive,2023,4,3
Russia & Caspian,Russia,4389.7,IEA,Energy,Onshore oil,Vented,2023,4,3
Russia & Caspian,Russia,65.91,IEA,Energy,Other from coal,All,2023,4,3
Russia & Caspian,Russia,105.18,IEA,Energy,Other from oil and gas,All,2023,4,3
Russia & Caspian,Russia,273.2,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,4,3
Russia & Caspian,Russia,2276.05,IEA,Energy,Steam coal,All,2023,4,3
Russia & Caspian,Russia,15545.18,IEA,Energy,Total,All,2023,4,3
Russia & Caspian,Russia,373.4,IEA,Other,Total,All,11-30-18,4,3
Russia & Caspian,Russia,4149.51,IEA,Waste,Total,All,11-30-18,4,3
Russia & Caspian,Turkmenistan,294.75,IEA,Agriculture,Total,All,11-30-18,11,6
Russia & Caspian,Turkmenistan,0.08,IEA,Energy,Bioenergy,All,2023,11,6
Russia & Caspian,Turkmenistan,74.42,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,11,6
Russia & Caspian,Turkmenistan,117.53,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,11,6
Russia & Caspian,Turkmenistan,30.33,IEA,Energy,Offshore gas,Fugitive,2023,11,6
Russia & Caspian,Turkmenistan,75.68,IEA,Energy,Offshore gas,Vented,2023,11,6
Russia & Caspian,Turkmenistan,85.7,IEA,Energy,Offshore oil,Flared,2023,11,6
Russia & Caspian,Turkmenistan,73.09,IEA,Energy,Offshore oil,Fugitive,2023,11,6
Russia & Caspian,Turkmenistan,292.36,IEA,Energy,Offshore oil,Vented,2023,11,6
Russia & Caspian,Turkmenistan,413.77,IEA,Energy,Onshore gas,Fugitive,2023,11,6
Russia & Caspian,Turkmenistan,1032.48,IEA,Energy,Onshore gas,Vented,2023,11,6
Russia & Caspian,Turkmenistan,89.94,IEA,Energy,Onshore oil,Flared,2023,11,6
Russia & Caspian,Turkmenistan,75.67,IEA,Energy,Onshore oil,Fugitive,2023,11,6
Russia & Caspian,Turkmenistan,302.68,IEA,Energy,Onshore oil,Vented,2023,11,6
Russia & Caspian,Turkmenistan,6.92,IEA,Energy,Other from oil and gas,All,2023,11,6
Russia & Caspian,Turkmenistan,2546,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,11,6
Russia & Caspian,Turkmenistan,5216.67,IEA,Energy,Total,All,2023,11,6
Russia & Caspian,Turkmenistan,1.23,IEA,Other,Total,All,11-30-18,11,6
Russia & Caspian,Turkmenistan,48.63,IEA,Waste,Total,All,11-30-18,11,6
Russia & Caspian,Uzbekistan,888.38,IEA,Agriculture,Total,All,11-30-18,33,25
Russia & Caspian,Uzbekistan,0.01,IEA,Energy,Bioenergy,All,2023,33,25
Russia & Caspian,Uzbekistan,82.64,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,33,25
Russia & Caspian,Uzbekistan,130.52,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,33,25
Russia & Caspian,Uzbekistan,145.33,IEA,Energy,Onshore gas,Fugitive,2023,33,25
Russia & Caspian,Uzbekistan,362.64,IEA,Energy,Onshore gas,Vented,2023,33,25
Russia & Caspian,Uzbekistan,28.75,IEA,Energy,Onshore oil,Flared,2023,33,25
Russia & Caspian,Uzbekistan,20.37,IEA,Energy,Onshore oil,Fugitive,2023,33,25
Russia & Caspian,Uzbekistan,81.48,IEA,Energy,Onshore oil,Vented,2023,33,25
Russia & Caspian,Uzbekistan,4.6,IEA,Energy,Other from coal,All,2023,33,25
Russia & Caspian,Uzbekistan,19.83,IEA,Energy,Other from oil and gas,All,2023,33,25
Russia & Caspian,Uzbekistan,57.1,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,33,25
Russia & Caspian,Uzbekistan,933.27,IEA,Energy,Total,All,2023,33,25
Russia & Caspian,Uzbekistan,5.8,IEA,Other,Total,All,11-30-18,33,25
Russia & Caspian,Uzbekistan,280.52,IEA,Waste,Total,All,11-30-18,33,25
World,NA,140638.67,IEA,Agriculture,Total,All,11-30-18,,
World,NA,9147.65,IEA,Energy,Bioenergy,All,2023,,
World,NA,10502.5,IEA,Energy,Coking coal,All,2023,,
World,NA,2762.03,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,,
World,NA,4362.3,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,,
World,NA,1166.21,IEA,Energy,Offshore gas,Fugitive,2023,,
World,NA,2910.04,IEA,Energy,Offshore gas,Vented,2023,,
World,NA,1271.93,IEA,Energy,Offshore oil,Flared,2023,,
World,NA,1935.33,IEA,Energy,Offshore oil,Fugitive,2023,,
World,NA,7741.33,IEA,Energy,Offshore oil,Vented,2023,,
World,NA,4243.23,IEA,Energy,Onshore gas,Fugitive,2023,,
World,NA,10588.16,IEA,Energy,Onshore gas,Vented,2023,,
World,NA,6250.29,IEA,Energy,Onshore oil,Flared,2023,,
World,NA,5903.13,IEA,Energy,Onshore oil,Fugitive,2023,,
World,NA,23612.5,IEA,Energy,Onshore oil,Vented,2023,,
World,NA,1436.12,IEA,Energy,Other from coal,All,2023,,
World,NA,2450.1,IEA,Energy,Other from oil and gas,All,2023,,
World,NA,4340.4,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,,
World,NA,28084.9,IEA,Energy,Steam coal,All,2023,,
World,NA,128708.15,IEA,Energy,Total,All,2023,,
World,NA,9155.18,IEA,Other,Total,All,11-30-18,,
World,NA,70974.04,IEA,Waste,Total,All,11-30-18,,

