region,country,emissions (kt),source,type,segment,reason,baseYear,emissionsRank,energyRank
Europe,Other EU17 countries,35.81,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,,
Europe,Other EU17 countries,56.56,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,,
Europe,Other EU17 countries,0.98,IEA,Energy,Offshore gas,Fugitive,2023,,
Europe,Other EU17 countries,2.44,IEA,Energy,Offshore gas,Vented,2023,,
Europe,Other EU17 countries,0.11,IEA,Energy,Offshore oil,Flared,2023,,
Europe,Other EU17 countries,0.09,IEA,Energy,Offshore oil,Fugitive,2023,,
Europe,Other EU17 countries,0.36,IEA,Energy,Offshore oil,Vented,2023,,
Europe,Other EU17 countries,2.13,IEA,Energy,Onshore gas,Fugitive,2023,,
Europe,Other EU17 countries,5.32,IEA,Energy,Onshore gas,Vented,2023,,
Europe,Other EU17 countries,2.05,IEA,Energy,Onshore oil,Flared,2023,,
Europe,Other EU17 countries,1.85,IEA,Energy,Onshore oil,Fugitive,2023,,
Europe,Other EU17 countries,7.39,IEA,Energy,Onshore oil,Vented,2023,,
Europe,Other EU17 countries,48.23,IEA,Energy,Other from coal,All,2023,,
Europe,Other EU17 countries,55.76,IEA,Energy,Other from oil and gas,All,2023,,
Europe,Other EU17 countries,18.07,IEA,Energy,Steam coal,All,2023,,
Europe,Other EU17 countries,480.82,IEA,Energy,Total,All,2023,,
Europe,Other EU17 countries,95.41,IEA,Other,Total,All,11-30-18,,
Europe,Other EU17 countries,1862.55,IEA,Waste,Total,All,11-30-18,,
Europe,Other EU7 countries,144.88,IEA,Agriculture,Total,All,11-30-18,,
Europe,Other EU7 countries,27.26,IEA,Energy,Bioenergy,All,2023,,
Europe,Other EU7 countries,2.52,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,,
Europe,Other EU7 countries,3.97,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,,
Europe,Other EU7 countries,0.23,IEA,Energy,Offshore gas,Fugitive,2023,,
Europe,Other EU7 countries,0.58,IEA,Energy,Offshore gas,Vented,2023,,
Europe,Other EU7 countries,0.48,IEA,Energy,Onshore gas,Fugitive,2023,,
Europe,Other EU7 countries,1.2,IEA,Energy,Onshore gas,Vented,2023,,
Europe,Other EU7 countries,0.12,IEA,Energy,Onshore oil,Flared,2023,,
Europe,Other EU7 countries,0.69,IEA,Energy,Onshore oil,Fugitive,2023,,
Europe,Other EU7 countries,2.77,IEA,Energy,Onshore oil,Vented,2023,,
Europe,Other EU7 countries,8.31,IEA,Energy,Other from coal,All,2023,,
Europe,Other EU7 countries,5.17,IEA,Energy,Other from oil and gas,All,2023,,
Europe,Other EU7 countries,0.1,IEA,Energy,Steam coal,All,2023,,
Europe,Other EU7 countries,53.41,IEA,Energy,Total,All,2023,,
Europe,Other EU7 countries,9.29,IEA,Other,Total,All,11-30-18,,
Europe,Other EU7 countries,254.19,IEA,Waste,Total,All,11-30-18,,
Europe,Poland,616.66,IEA,Agriculture,Total,All,11-30-18,37,27
Europe,Poland,77.54,IEA,Energy,Bioenergy,All,2023,37,27
Europe,Poland,254.55,IEA,Energy,Coking coal,All,2023,37,27
Europe,Poland,8.69,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,37,27
Europe,Poland,13.73,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,37,27
Europe,Poland,0.03,IEA,Energy,Offshore gas,Fugitive,2023,37,27
Europe,Poland,0.06,IEA,Energy,Offshore gas,Vented,2023,37,27
Europe,Poland,0.27,IEA,Energy,Offshore oil,Flared,2023,37,27
Europe,Poland,0.31,IEA,Energy,Offshore oil,Fugitive,2023,37,27
Europe,Poland,1.22,IEA,Energy,Offshore oil,Vented,2023,37,27
Europe,Poland,4.67,IEA,Energy,Onshore gas,Fugitive,2023,37,27
Europe,Poland,11.64,IEA,Energy,Onshore gas,Vented,2023,37,27
Europe,Poland,0.66,IEA,Energy,Onshore oil,Flared,2023,37,27
Europe,Poland,0.73,IEA,Energy,Onshore oil,Fugitive,2023,37,27
Europe,Poland,2.93,IEA,Energy,Onshore oil,Vented,2023,37,27
Europe,Poland,71.57,IEA,Energy,Other from coal,All,2023,37,27
Europe,Poland,17.75,IEA,Energy,Other from oil and gas,All,2023,37,27
Europe,Poland,370.52,IEA,Energy,Steam coal,All,2023,37,27
Europe,Poland,836.88,IEA,Energy,Total,All,2023,37,27
Europe,Poland,52.54,IEA,Other,Total,All,11-30-18,37,27
Europe,Poland,302.11,IEA,Waste,Total,All,11-30-18,37,27
Europe,Romania,368.68,IEA,Agriculture,Total,All,11-30-18,57,43
Europe,Romania,43.14,IEA,Energy,Bioenergy,All,2023,57,43
Europe,Romania,16.09,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,57,43
Europe,Romania,25.42,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,57,43
Europe,Romania,4.26,IEA,Energy,Offshore gas,Fugitive,2023,57,43
Europe,Romania,10.63,IEA,Energy,Offshore gas,Vented,2023,57,43
Europe,Romania,0.23,IEA,Energy,Offshore oil,Flared,2023,57,43
Europe,Romania,1.47,IEA,Energy,Offshore oil,Fugitive,2023,57,43
Europe,Romania,5.88,IEA,Energy,Offshore oil,Vented,2023,57,43
Europe,Romania,22.96,IEA,Energy,Onshore gas,Fugitive,2023,57,43
Europe,Romania,57.29,IEA,Energy,Onshore gas,Vented,2023,57,43
Europe,Romania,1.79,IEA,Energy,Onshore oil,Flared,2023,57,43
Europe,Romania,10.97,IEA,Energy,Onshore oil,Fugitive,2023,57,43
Europe,Romania,43.9,IEA,Energy,Onshore oil,Vented,2023,57,43
Europe,Romania,1.13,IEA,Energy,Other from coal,All,2023,57,43
Europe,Romania,5.45,IEA,Energy,Other from oil and gas,All,2023,57,43
Europe,Romania,3.4,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,57,43
Europe,Romania,254.02,IEA,Energy,Total,All,2023,57,43
Europe,Romania,10.39,IEA,Other,Total,All,11-30-18,57,43
Europe,Romania,258.25,IEA,Waste,Total,All,11-30-18,57,43
Europe,Slovenia,48.45,IEA,Agriculture,Total,All,11-30-18,88,85
Europe,Slovenia,5.99,IEA,Energy,Bioenergy,All,2023,88,85
Europe,Slovenia,0.3,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,88,85
Europe,Slovenia,0.48,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,88,85
Europe,Slovenia,0,IEA,Energy,Onshore gas,Fugitive,2023,88,85
Europe,Slovenia,0.01,IEA,Energy,Onshore gas,Vented,2023,88,85
Europe,Slovenia,0.05,IEA,Energy,Other from coal,All,2023,88,85
Europe,Slovenia,0.95,IEA,Energy,Other from oil and gas,All,2023,88,85
Europe,Slovenia,7.78,IEA,Energy,Total,All,2023,88,85
Europe,Slovenia,1.59,IEA,Other,Total,All,11-30-18,88,85
Europe,Slovenia,16.31,IEA,Waste,Total,All,11-30-18,88,85
Europe,Sweden,129.71,IEA,Agriculture,Total,All,11-30-18,75,72
Europe,Sweden,27.36,IEA,Energy,Bioenergy,All,2023,75,72
Europe,Sweden,0.31,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,75,72
Europe,Sweden,0.49,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,75,72
Europe,Sweden,0.21,IEA,Energy,Other from coal,All,2023,75,72
Europe,Sweden,3.63,IEA,Energy,Other from oil and gas,All,2023,75,72
Europe,Sweden,32,IEA,Energy,Total,All,2023,75,72
Europe,Sweden,10.25,IEA,Other,Total,All,11-30-18,75,72
Europe,Sweden,157.47,IEA,Waste,Total,All,11-30-18,75,72
Europe,Ukraine,355.59,IEA,Agriculture,Total,All,11-30-18,38,30
Europe,Ukraine,25.74,IEA,Energy,Bioenergy,All,2023,38,30
Europe,Ukraine,24.94,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,38,30
Europe,Ukraine,39.39,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,38,30
Europe,Ukraine,2.23,IEA,Energy,Offshore gas,Fugitive,2023,38,30
Europe,Ukraine,5.56,IEA,Energy,Offshore gas,Vented,2023,38,30
Europe,Ukraine,35.56,IEA,Energy,Onshore gas,Fugitive,2023,38,30
Europe,Ukraine,88.72,IEA,Energy,Onshore gas,Vented,2023,38,30
Europe,Ukraine,3.62,IEA,Energy,Other from coal,All,2023,38,30
Europe,Ukraine,10.34,IEA,Energy,Other from oil and gas,All,2023,38,30
Europe,Ukraine,13.3,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,38,30
Europe,Ukraine,543.06,IEA,Energy,Steam coal,All,2023,38,30
Europe,Ukraine,792.46,IEA,Energy,Total,All,2023,38,30
Europe,Ukraine,74.22,IEA,Other,Total,All,11-30-18,38,30
Europe,Ukraine,425.42,IEA,Waste,Total,All,11-30-18,38,30
Europe,United Kingdom,1055.19,IEA,Agriculture,Total,All,11-30-18,28,46
Europe,United Kingdom,25.78,IEA,Energy,Bioenergy,All,2023,28,46
Europe,United Kingdom,3.31,IEA,Energy,Coking coal,All,2023,28,46
Europe,United Kingdom,18.2,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,28,46
Europe,United Kingdom,28.75,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,28,46
Europe,United Kingdom,8.24,IEA,Energy,Offshore gas,Fugitive,2023,28,46
Europe,United Kingdom,20.57,IEA,Energy,Offshore gas,Vented,2023,28,46
Europe,United Kingdom,8.43,IEA,Energy,Offshore oil,Flared,2023,28,46
Europe,United Kingdom,15.07,IEA,Energy,Offshore oil,Fugitive,2023,28,46
Europe,United Kingdom,60.28,IEA,Energy,Offshore oil,Vented,2023,28,46
Europe,United Kingdom,0.06,IEA,Energy,Onshore gas,Fugitive,2023,28,46
Europe,United Kingdom,0.15,IEA,Energy,Onshore gas,Vented,2023,28,46
Europe,United Kingdom,0.6,IEA,Energy,Onshore oil,Flared,2023,28,46
Europe,United Kingdom,0.47,IEA,Energy,Onshore oil,Fugitive,2023,28,46
Europe,United Kingdom,1.86,IEA,Energy,Onshore oil,Vented,2023,28,46
Europe,United Kingdom,5.99,IEA,Energy,Other from coal,All,2023,28,46
Europe,United Kingdom,29.61,IEA,Energy,Other from oil and gas,All,2023,28,46
Europe,United Kingdom,4.97,IEA,Energy,Steam coal,All,2023,28,46
Europe,United Kingdom,232.33,IEA,Energy,Total,All,2023,28,46
Europe,United Kingdom,61.66,IEA,Other,Total,All,11-30-18,28,46
Europe,United Kingdom,1109.47,IEA,Waste,Total,All,11-30-18,28,46
Middle East,Bahrain,0.96,IEA,Agriculture,Total,All,11-30-18,74,54
Middle East,Bahrain,7.73,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,74,54
Middle East,Bahrain,12.2,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,74,54
Middle East,Bahrain,17.5,IEA,Energy,Onshore gas,Fugitive,2023,74,54
Middle East,Bahrain,43.67,IEA,Energy,Onshore gas,Vented,2023,74,54
Middle East,Bahrain,8.84,IEA,Energy,Onshore oil,Flared,2023,74,54
Middle East,Bahrain,12.86,IEA,Energy,Onshore oil,Fugitive,2023,74,54
Middle East,Bahrain,51.45,IEA,Energy,Onshore oil,Vented,2023,74,54
Middle East,Bahrain,1.71,IEA,Energy,Other from oil and gas,All,2023,74,54
Middle East,Bahrain,155.96,IEA,Energy,Total,All,2023,74,54
Middle East,Bahrain,1.36,IEA,Other,Total,All,11-30-18,74,54
Middle East,Bahrain,176.02,IEA,Waste,Total,All,11-30-18,74,54
Middle East,Iran,830.32,IEA,Agriculture,Total,All,11-30-18,7,4
Middle East,Iran,6.39,IEA,Energy,Bioenergy,All,2023,7,4
Middle East,Iran,37.66,IEA,Energy,Coking coal,All,2023,7,4
Middle East,Iran,159.85,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,7,4
Middle East,Iran,252.46,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,7,4
Middle East,Iran,265.64,IEA,Energy,Offshore gas,Fugitive,2023,7,4
Middle East,Iran,662.85,IEA,Energy,Offshore gas,Vented,2023,7,4
Middle East,Iran,200.86,IEA,Energy,Offshore oil,Flared,2023,7,4
Middle East,Iran,147.06,IEA,Energy,Offshore oil,Fugitive,2023,7,4
Middle East,Iran,588.25,IEA,Energy,Offshore oil,Vented,2023,7,4
Middle East,Iran,70.79,IEA,Energy,Onshore gas,Fugitive,2023,7,4
Middle East,Iran,176.65,IEA,Energy,Onshore gas,Vented,2023,7,4
Middle East,Iran,1463.18,IEA,Energy,Onshore oil,Flared,2023,7,4
Middle East,Iran,386.65,IEA,Energy,Onshore oil,Fugitive,2023,7,4
Middle East,Iran,1546.61,IEA,Energy,Onshore oil,Vented,2023,7,4
Middle East,Iran,0.24,IEA,Energy,Other from coal,All,2023,7,4
Middle East,Iran,83.24,IEA,Energy,Other from oil and gas,All,2023,7,4
Middle East,Iran,75.3,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,7,4
Middle East,Iran,0.43,IEA,Energy,Steam coal,All,2023,7,4
Middle East,Iran,6124.12,IEA,Energy,Total,All,2023,7,4
Middle East,Iran,33.92,IEA,Other,Total,All,11-30-18,7,4
Middle East,Iran,930.56,IEA,Waste,Total,All,11-30-18,7,4
Middle East,Iraq,166.12,IEA,Agriculture,Total,All,11-30-18,26,14
Middle East,Iraq,0.14,IEA,Energy,Bioenergy,All,2023,26,14
Middle East,Iraq,4.45,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,26,14
Middle East,Iraq,7.03,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,26,14
Middle East,Iraq,7.59,IEA,Energy,Onshore gas,Fugitive,2023,26,14
Middle East,Iraq,18.95,IEA,Energy,Onshore gas,Vented,2023,26,14
Middle East,Iraq,854.03,IEA,Energy,Onshore oil,Flared,2023,26,14
Middle East,Iraq,275.59,IEA,Energy,Onshore oil,Fugitive,2023,26,14
Middle East,Iraq,1102.35,IEA,Energy,Onshore oil,Vented,2023,26,14
Middle East,Iraq,13.83,IEA,Energy,Other from oil and gas,All,2023,26,14
Middle East,Iraq,14.3,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,26,14
Middle East,Iraq,2298.26,IEA,Energy,Total,All,2023,26,14
Middle East,Iraq,3.5,IEA,Other,Total,All,11-30-18,26,14
Middle East,Iraq,369.31,IEA,Waste,Total,All,11-30-18,26,14
Middle East,Jordan,25.6,IEA,Agriculture,Total,All,11-30-18,78,82
Middle East,Jordan,0.78,IEA,Energy,Bioenergy,All,2023,78,82
Middle East,Jordan,3.24,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,78,82
Middle East,Jordan,5.12,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,78,82
Middle East,Jordan,0.12,IEA,Energy,Onshore gas,Fugitive,2023,78,82
Middle East,Jordan,0.3,IEA,Energy,Onshore gas,Vented,2023,78,82
Middle East,Jordan,0.56,IEA,Energy,Onshore oil,Flared,2023,78,82
Middle East,Jordan,0.48,IEA,Energy,Onshore oil,Fugitive,2023,78,82
Middle East,Jordan,1.93,IEA,Energy,Onshore oil,Vented,2023,78,82
Middle East,Jordan,0.09,IEA,Energy,Other from coal,All,2023,78,82
Middle East,Jordan,2.65,IEA,Energy,Other from oil and gas,All,2023,78,82
Middle East,Jordan,15.28,IEA,Energy,Total,All,2023,78,82
Middle East,Jordan,0.58,IEA,Other,Total,All,11-30-18,78,82
Middle East,Jordan,200.77,IEA,Waste,Total,All,11-30-18,78,82
Middle East,Kuwait,7.62,IEA,Agriculture,Total,All,11-30-18,46,22
Middle East,Kuwait,13.85,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,46,22
Middle East,Kuwait,21.87,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,46,22
Middle East,Kuwait,0.94,IEA,Energy,Offshore oil,Flared,2023,46,22
Middle East,Kuwait,5.59,IEA,Energy,Offshore oil,Fugitive,2023,46,22
Middle East,Kuwait,22.38,IEA,Energy,Offshore oil,Vented,2023,46,22
Middle East,Kuwait,21.3,IEA,Energy,Onshore gas,Fugitive,2023,46,22
Middle East,Kuwait,53.15,IEA,Energy,Onshore gas,Vented,2023,46,22
Middle East,Kuwait,27.74,IEA,Energy,Onshore oil,Flared,2023,46,22
Middle East,Kuwait,171.7,IEA,Energy,Onshore oil,Fugitive,2023,46,22
Middle East,Kuwait,686.8,IEA,Energy,Onshore oil,Vented,2023,46,22
Middle East,Kuwait,7.42,IEA,Energy,Other from oil and gas,All,2023,46,22
Middle East,Kuwait,0.7,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,46,22
Middle East,Kuwait,1033.44,IEA,Energy,Total,All,2023,46,22
Middle East,Kuwait,0.72,IEA,Other,Total,All,11-30-18,46,22
Middle East,Kuwait,261.69,IEA,Waste,Total,All,11-30-18,46,22
Middle East,Lebanon,12.01,IEA,Agriculture,Total,All,11-30-18,85,89
Middle East,Lebanon,1.55,IEA,Energy,Bioenergy,All,2023,85,89
Middle East,Lebanon,0.05,IEA,Energy,Other from coal,All,2023,85,89
Middle East,Lebanon,3.23,IEA,Energy,Other from oil and gas,All,2023,85,89
Middle East,Lebanon,4.82,IEA,Energy,Total,All,2023,85,89
Middle East,Lebanon,0.69,IEA,Other,Total,All,11-30-18,85,89
Middle East,Lebanon,113.09,IEA,Waste,Total,All,11-30-18,85,89
Middle East,Oman,37.6,IEA,Agriculture,Total,All,11-30-18,59,34
Middle East,Oman,15.66,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,59,34
Middle East,Oman,24.73,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,59,34
Middle East,Oman,0.08,IEA,Energy,Offshore gas,Fugitive,2023,59,34
Middle East,Oman,0.21,IEA,Energy,Offshore gas,Vented,2023,59,34
Middle East,Oman,0.35,IEA,Energy,Offshore oil,Flared,2023,59,34
Middle East,Oman,0.25,IEA,Energy,Offshore oil,Fugitive,2023,59,34
Middle East,Oman,0.99,IEA,Energy,Offshore oil,Vented,2023,59,34
Middle East,Oman,43.29,IEA,Energy,Onshore gas,Fugitive,2023,59,34
Middle East,Oman,108.01,IEA,Energy,Onshore gas,Vented,2023,59,34
Middle East,Oman,100.47,IEA,Energy,Onshore oil,Flared,2023,59,34
Middle East,Oman,74.96,IEA,Energy,Onshore oil,Fugitive,2023,59,34
Middle East,Oman,299.86,IEA,Energy,Onshore oil,Vented,2023,59,34
Middle East,Oman,6.03,IEA,Energy,Other from oil and gas,All,2023,59,34
Middle East,Oman,674.9,IEA,Energy,Total,All,2023,59,34
Middle East,Oman,9.79,IEA,Other,Total,All,11-30-18,59,34
Middle East,Oman,65.44,IEA,Waste,Total,All,11-30-18,59,34
Middle East,Qatar,11.18,IEA,Agriculture,Total,All,11-30-18,50,23
Middle East,Qatar,0.05,IEA,Energy,Bioenergy,All,2023,50,23
Middle East,Qatar,20.54,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,50,23
Middle East,Qatar,32.44,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,50,23
Middle East,Qatar,142.31,IEA,Energy,Offshore gas,Fugitive,2023,50,23
Middle East,Qatar,355.1,IEA,Energy,Offshore gas,Vented,2023,50,23
Middle East,Qatar,17.01,IEA,Energy,Offshore oil,Flared,2023,50,23
Middle East,Qatar,58.23,IEA,Energy,Offshore oil,Fugitive,2023,50,23
Middle East,Qatar,232.93,IEA,Energy,Offshore oil,Vented,2023,50,23
Middle East,Qatar,2.51,IEA,Energy,Onshore gas,Fugitive,2023,50,23
Middle East,Qatar,6.26,IEA,Energy,Onshore gas,Vented,2023,50,23
Middle East,Qatar,21.14,IEA,Energy,Onshore oil,Flared,2023,50,23
Middle East,Qatar,18.2,IEA,Energy,Onshore oil,Fugitive,2023,50,23
Middle East,Qatar,72.8,IEA,Energy,Onshore oil,Vented,2023,50,23
Middle East,Qatar,4.54,IEA,Energy,Other from oil and gas,All,2023,50,23
Middle East,Qatar,984.04,IEA,Energy,Total,All,2023,50,23
Middle East,Qatar,5.72,IEA,Other,Total,All,11-30-18,50,23
Middle East,Qatar,64.36,IEA,Waste,Total,All,11-30-18,50,23
Middle East,Saudi Arabia,128.75,IEA,Agriculture,Total,All,11-30-18,18,13
Middle East,Saudi Arabia,0.07,IEA,Energy,Bioenergy,All,2023,18,13
Middle East,Saudi Arabia,33.7,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,18,13
Middle East,Saudi Arabia,53.23,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,18,13
Middle East,Saudi Arabia,26.47,IEA,Energy,Offshore gas,Fugitive,2023,18,13
Middle East,Saudi Arabia,66.06,IEA,Energy,Offshore gas,Vented,2023,18,13
Middle East,Saudi Arabia,39.05,IEA,Energy,Offshore oil,Flared,2023,18,13
Middle East,Saudi Arabia,166.91,IEA,Energy,Offshore oil,Fugitive,2023,18,13
Middle East,Saudi Arabia,667.65,IEA,Energy,Offshore oil,Vented,2023,18,13
Middle East,Saudi Arabia,27.5,IEA,Energy,Onshore gas,Fugitive,2023,18,13
Middle East,Saudi Arabia,68.62,IEA,Energy,Onshore gas,Vented,2023,18,13
Middle East,Saudi Arabia,54.91,IEA,Energy,Onshore oil,Flared,2023,18,13
Middle East,Saudi Arabia,237.47,IEA,Energy,Onshore oil,Fugitive,2023,18,13
Middle East,Saudi Arabia,949.88,IEA,Energy,Onshore oil,Vented,2023,18,13
Middle East,Saudi Arabia,44.26,IEA,Energy,Other from oil and gas,All,2023,18,13
Middle East,Saudi Arabia,23.5,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,18,13
Middle East,Saudi Arabia,2459.27,IEA,Energy,Total,All,2023,18,13
Middle East,Saudi Arabia,28.21,IEA,Other,Total,All,11-30-18,18,13
Middle East,Saudi Arabia,964.95,IEA,Waste,Total,All,11-30-18,18,13
Middle East,Syria,143.4,IEA,Agriculture,Total,All,11-30-18,60,37
Middle East,Syria,0.02,IEA,Energy,Bioenergy,All,2023,60,37
Middle East,Syria,10.97,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,60,37
Middle East,Syria,17.33,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,60,37
Middle East,Syria,7.78,IEA,Energy,Onshore gas,Fugitive,2023,60,37
Middle East,Syria,19.41,IEA,Energy,Onshore gas,Vented,2023,60,37
Middle East,Syria,71.5,IEA,Energy,Onshore oil,Flared,2023,60,37
Middle East,Syria,56.47,IEA,Energy,Onshore oil,Fugitive,2023,60,37
Middle East,Syria,225.88,IEA,Energy,Onshore oil,Vented,2023,60,37
Middle East,Syria,0,IEA,Energy,Other from coal,All,2023,60,37
Middle East,Syria,2.9,IEA,Energy,Other from oil and gas,All,2023,60,37
Middle East,Syria,23.9,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,60,37
Middle East,Syria,436.16,IEA,Energy,Total,All,2023,60,37
Middle East,Syria,1.06,IEA,Other,Total,All,11-30-18,60,37
Middle East,Syria,170.4,IEA,Waste,Total,All,11-30-18,60,37
Middle East,United Arab Emirates,47.71,IEA,Agriculture,Total,All,11-30-18,31,19
Middle East,United Arab Emirates,0.28,IEA,Energy,Bioenergy,All,2023,31,19
Middle East,United Arab Emirates,38.21,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,31,19
Middle East,United Arab Emirates,60.35,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,31,19
Middle East,United Arab Emirates,18.57,IEA,Energy,Offshore gas,Fugitive,2023,31,19
Middle East,United Arab Emirates,46.35,IEA,Energy,Offshore gas,Vented,2023,31,19
Middle East,United Arab Emirates,34.52,IEA,Energy,Offshore oil,Flared,2023,31,19
Middle East,United Arab Emirates,122.45,IEA,Energy,Offshore oil,Fugitive,2023,31,19
Middle East,United Arab Emirates,489.79,IEA,Energy,Offshore oil,Vented,2023,31,19
Middle East,United Arab Emirates,37.17,IEA,Energy,Onshore gas,Fugitive,2023,31,19
Middle East,United Arab Emirates,92.75,IEA,Energy,Onshore gas,Vented,2023,31,19
Middle East,United Arab Emirates,37.51,IEA,Energy,Onshore oil,Flared,2023,31,19
Middle East,United Arab Emirates,131.7,IEA,Energy,Onshore oil,Fugitive,2023,31,19
Middle East,United Arab Emirates,526.78,IEA,Energy,Onshore oil,Vented,2023,31,19
Middle East,United Arab Emirates,0.86,IEA,Energy,Other from coal,All,2023,31,19
Middle East,United Arab Emirates,14.93,IEA,Energy,Other from oil and gas,All,2023,31,19
Middle East,United Arab Emirates,1652.2,IEA,Energy,Total,All,2023,31,19
Middle East,United Arab Emirates,3.25,IEA,Other,Total,All,11-30-18,31,19
Middle East,United Arab Emirates,474.14,IEA,Waste,Total,All,11-30-18,31,19
Middle East,Yemen,192.62,IEA,Agriculture,Total,All,11-30-18,68,61
Middle East,Yemen,0.38,IEA,Energy,Bioenergy,All,2023,68,61
Middle East,Yemen,0.44,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,68,61
Middle East,Yemen,0.7,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,68,61
Middle East,Yemen,3.37,IEA,Energy,Onshore gas,Fugitive,2023,68,61
Middle East,Yemen,8.4,IEA,Energy,Onshore gas,Vented,2023,68,61
Middle East,Yemen,27.32,IEA,Energy,Onshore oil,Flared,2023,68,61
Middle East,Yemen,13.51,IEA,Energy,Onshore oil,Fugitive,2023,68,61
Middle East,Yemen,54.02,IEA,Energy,Onshore oil,Vented,2023,68,61
Middle East,Yemen,0.03,IEA,Energy,Other from coal,All,2023,68,61
Middle East,Yemen,1.55,IEA,Energy,Other from oil and gas,All,2023,68,61
Middle East,Yemen,2.6,IEA,Energy,Satellite-detected large oil and gas emissions,All,2023,68,61
Middle East,Yemen,112.31,IEA,Energy,Total,All,2023,68,61
Middle East,Yemen,0.53,IEA,Other,Total,All,11-30-18,68,61
Middle East,Yemen,163.51,IEA,Waste,Total,All,11-30-18,68,61
North America,Canada,1065.85,IEA,Agriculture,Total,All,11-30-18,14,12
North America,Canada,35.41,IEA,Energy,Bioenergy,All,2023,14,12
North America,Canada,78.04,IEA,Energy,Coking coal,All,2023,14,12
North America,Canada,55,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,14,12
North America,Canada,86.87,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,14,12
North America,Canada,239.55,IEA,Energy,Onshore gas,Fugitive,2023,14,12
North America,Canada,597.76,IEA,Energy,Onshore gas,Vented,2023,14,12
North America,Canada,35.17,IEA,Energy,Onshore oil,Flared,2023,14,12
North America,Canada,265.71,IEA,Energy,Onshore oil,Fugitive,2023,14,12
North America,Canada,1062.86,IEA,Energy,Onshore oil,Vented,2023,14,12
North America,Canada,1.43,IEA,Energy,Other from coal,All,2023,14,12
North America,Canada,56.93,IEA,Energy,Other from oil and gas,All,2023,14,12
North America,Canada,13.5,IEA,Energy,Steam coal,All,2023,14,12
North America,Canada,2528.23,IEA,Energy,Total,All,2023,14,12
North America,Canada,29.74,IEA,Other,Total,All,11-30-18,14,12
North America,Canada,844.42,IEA,Waste,Total,All,11-30-18,14,12
North America,Mexico,2450.07,IEA,Agriculture,Total,All,11-30-18,10,20
North America,Mexico,76.76,IEA,Energy,Bioenergy,All,2023,10,20
North America,Mexico,10.68,IEA,Energy,Coking coal,All,2023,10,20
North America,Mexico,49.48,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2023,10,20
North America,Mexico,78.15,IEA,Energy,Gas pipelines and LNG facilities,Vented,2023,10,20
North America,Mexico,15.24,IEA,Energy,Offshore gas,Fugitive,2023,10,20
North America,Mexico,38.02,IEA,Energy,Offshore gas,Vented,2023,10,20
North America,Mexico,133.04,IEA,Energy,Offshore oil,Flared,2023,10,20
